time,wave_height,wave_direction,wave_period,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,wind_speed_10m_ecmwf_ifs025,wind_direction_10m_ecmwf_ifs025,wind_gusts_10m_ecmwf_ifs025,pressure_msl_ecmwf_ifs025,weather_code_ecmwf_ifs025,temperature_2m_ecmwf_ifs025,precipitation_ecmwf_ifs025,wind_speed_10m_icon_seamless,wind_direction_10m_icon_seamless,wind_gusts_10m_icon_seamless,pressure_msl_icon_seamless,weather_code_icon_seamless,temperature_2m_icon_seamless,precipitation_icon_seamless,wind_speed_10m_gfs_seamless,wind_direction_10m_gfs_seamless,wind_gusts_10m_gfs_seamless,pressure_msl_gfs_seamless,weather_code_gfs_seamless,temperature_2m_gfs_seamless,precipitation_gfs_seamless,wind_speed_10m_meteofrance_seamless,wind_direction_10m_meteofrance_seamless,wind_gusts_10m_meteofrance_seamless,pressure_msl_meteofrance_seamless,weather_code_meteofrance_seamless,temperature_2m_meteofrance_seamless,precipitation_meteofrance_seamless,wind_speed_10m_jma_seamless,wind_direction_10m_jma_seamless,wind_gusts_10m_jma_seamless,pressure_msl_jma_seamless,weather_code_jma_seamless,temperature_2m_jma_seamless,precipitation_jma_seamless
2026-01-05T11:00,2.88,189,9.6,0.6,155,2.75,2.64,197,8.45,,32.2,170,42.1,1015.2,61,24.1,0.5,24.7,146,34.6,1015.3,61,23.2,0.5,32.9,160,33.1,1015.6,51,22.6,0.1,22.2,140,29.2,1015.5,3,24.7,0.0,25.2,149,,1014.5,51,24.2,0.1
2026-01-05T11:15,2.86,189,9.6,0.56,156,2.65,2.64,196,8.4,,32.2,170,42.5,1015.3,61,24.1,0.5,23.8,145,34.2,1015.3,63,23.2,0.7,32.9,160,32.8,1015.6,51,22.5,0.1,22.5,140,29.2,1015.5,3,24.9,0.0,25.2,149,,1014.5,51,24.2,0.1
2026-01-05T11:30,2.84,189,9.6,0.5,156,2.6,2.62,196,8.4,,32.3,169,42.5,1015.3,61,24.1,0.5,23.0,145,33.5,1015.3,63,23.3,0.7,33.2,159,33.1,1015.5,51,22.5,0.1,22.8,142,29.5,1015.5,3,25.0,0.0,24.9,149,,1014.4,51,24.2,0.1
2026-01-05T11:45,2.82,189,9.6,0.46,157,2.5,2.62,195,8.35,,31.9,169,42.1,1015.3,61,24.1,0.5,21.7,144,32.8,1015.3,63,23.3,0.7,33.4,158,33.5,1015.4,51,22.5,0.1,23.2,144,29.9,1015.5,3,25.1,0.0,24.4,149,,1014.4,51,24.2,0.1
2026-01-05T12:00,2.8,189,9.6,0.4,157,2.5,2.62,195,8.35,,32.0,168,42.1,1015.3,61,24.1,0.5,21.1,143,32.0,1015.3,63,23.4,0.7,33.6,157,33.8,1015.3,51,22.5,0.1,23.6,146,30.2,1015.5,3,25.2,0.0,24.1,148,,1014.3,51,24.3,0.1
2026-01-05T12:15,2.78,189,9.6,0.44,157,2.5,2.58,196,8.35,,31.7,168,41.8,1015.3,53,24.1,0.2,21.0,142,31.3,1015.3,61,23.4,0.3,33.4,158,33.8,1015.3,3,22.5,0.0,24.3,148,31.0,1015.4,3,25.3,0.0,23.8,148,,1014.3,51,24.3,0.1
2026-01-05T12:30,2.78,189,9.55,0.5,157,2.6,2.56,196,8.4,,31.7,168,41.8,1015.3,53,24.1,0.2,21.5,140,30.2,1015.4,61,23.5,0.3,33.0,158,33.8,1015.4,3,22.5,0.0,25.0,150,31.3,1015.4,3,25.3,0.0,23.8,148,,1014.2,51,24.3,0.1
2026-01-05T12:45,2.76,189,9.55,0.54,157,2.65,2.52,197,8.45,,31.4,167,41.4,1015.3,53,24.1,0.2,21.7,140,29.5,1015.4,61,23.6,0.3,32.4,159,33.5,1015.4,3,22.5,0.0,25.8,152,32.0,1015.3,3,25.4,0.0,23.5,148,,1014.2,51,24.4,0.1
2026-01-05T13:00,2.74,189,9.55,0.6,158,2.8,2.5,198,8.5,,31.2,166,41.0,1015.3,53,24.1,0.2,22.2,140,29.2,1015.4,61,23.8,0.3,32.2,160,33.5,1015.4,3,22.5,0.0,26.6,153,32.8,1015.2,3,25.3,0.0,23.2,147,,1014.1,51,24.4,0.1
2026-01-05T13:15,2.74,189,9.5,0.64,158,2.9,2.46,198,8.55,,30.9,165,40.3,1015.3,53,24.2,0.2,22.5,141,29.2,1015.4,61,24.0,0.1,32.1,160,33.5,1015.4,3,22.5,0.0,26.9,155,33.1,1015.1,51,25.2,0.1,22.9,147,,1014.1,51,24.4,0.1
2026-01-05T13:30,2.72,189,9.5,0.7,158,3.05,2.42,199,8.6,,30.7,164,40.0,1015.3,53,24.2,0.2,22.8,145,29.9,1015.4,61,24.2,0.1,32.3,161,33.5,1015.3,3,22.5,0.0,27.4,157,33.5,1015.1,51,25.1,0.1,22.6,146,,1014.1,51,24.4,0.1
2026-01-05T13:45,2.7,189,9.45,0.74,158,3.25,2.4,200,8.7,,30.4,163,39.6,1015.3,53,24.2,0.2,22.8,149,30.2,1015.4,61,24.5,0.1,32.3,161,33.1,1015.2,3,22.4,0.0,27.8,159,33.8,1015.0,51,25.0,0.1,22.3,146,,1014.0,51,24.4,0.1
2026-01-05T14:00,2.7,189,9.4,0.78,158,3.4,2.36,200,8.75,,30.5,163,39.2,1015.2,53,24.2,0.2,23.2,150,30.6,1015.4,61,24.8,0.1,32.3,161,33.1,1015.1,3,22.4,0.0,28.1,159,34.2,1015.0,51,25.0,0.1,22.3,146,,1014.0,51,24.5,0.1
2026-01-05T14:15,2.68,189,9.4,0.84,158,3.5,2.34,201,8.8,,30.3,162,39.2,1015.2,53,24.2,0.2,23.2,150,30.6,1015.4,61,24.9,0.0,32.4,161,33.1,1015.0,3,22.5,0.0,28.7,158,34.9,1015.0,51,25.0,0.1,22.0,145,,1014.0,51,24.5,0.1
2026-01-05T14:30,2.66,189,9.35,0.88,159,3.65,2.3,202,8.85,,29.9,162,38.9,1015.2,53,24.2,0.2,23.3,148,30.6,1015.4,61,25.0,0.0,32.4,159,33.1,1015.0,3,22.5,0.0,29.4,157,36.0,1014.9,51,25.0,0.1,22.0,145,,1014.0,51,24.5,0.1
2026-01-05T14:45,2.66,189,9.35,0.94,159,3.75,2.28,202,8.9,,30.1,161,38.9,1015.2,53,24.3,0.2,23.2,147,30.6,1015.3,61,25.1,0.0,32.3,158,32.8,1014.9,3,22.7,0.0,29.9,154,37.1,1014.9,51,25.0,0.1,21.9,144,,1014.1,51,24.5,0.1
2026-01-05T15:00,2.64,189,9.3,0.98,159,3.85,2.24,203,8.95,,30.2,160,38.9,1015.2,53,24.3,0.2,23.1,146,30.6,1015.3,61,25.2,0.0,32.1,157,32.8,1014.9,3,22.8,0.0,30.6,153,37.8,1014.9,51,25.0,0.1,21.9,144,,1014.1,51,24.5,0.1
2026-01-05T15:15,2.64,189,9.25,1.0,159,3.9,2.22,203,8.95,,30.3,160,39.2,1015.2,3,24.3,0.0,23.1,146,30.6,1015.3,3,25.4,0.0,31.9,156,32.4,1014.9,3,22.9,0.0,30.8,153,38.5,1014.9,3,25.1,0.0,22.1,143,,1014.2,51,24.5,0.1
2026-01-05T15:30,2.62,189,9.25,1.02,159,3.95,2.2,203,9.0,,30.6,160,39.6,1015.2,3,24.4,0.0,23.4,146,30.6,1015.2,3,25.5,0.0,31.6,156,32.0,1014.9,3,23.0,0.0,31.4,152,39.2,1014.9,3,25.1,0.0,22.1,143,,1014.2,51,24.5,0.1
2026-01-05T15:45,2.62,189,9.2,1.04,159,4.0,2.2,204,9.0,,31.1,160,40.3,1015.2,3,24.4,0.0,23.4,146,31.0,1015.2,3,25.6,0.0,31.3,156,31.7,1014.9,3,23.1,0.0,31.4,152,39.6,1014.9,3,25.2,0.0,22.3,142,,1014.3,51,24.5,0.1
2026-01-05T16:00,2.6,189,9.15,1.06,159,4.05,2.18,204,9.0,,31.6,159,41.0,1015.1,3,24.4,0.0,24.0,147,31.3,1015.2,3,25.7,0.0,31.1,156,31.3,1014.9,3,23.1,0.0,31.6,151,40.0,1015.0,3,25.2,0.0,22.5,141,,1014.4,51,24.6,0.1
2026-01-05T16:15,2.6,189,9.15,1.08,159,4.1,2.16,204,9.0,,31.9,160,41.8,1015.1,3,24.5,0.0,24.9,149,32.0,1015.2,3,25.6,0.0,31.2,158,31.0,1015.0,3,23.2,0.0,31.7,151,40.0,1015.1,3,25.3,0.0,22.8,141,,1014.5,51,24.6,0.1
2026-01-05T16:30,2.6,189,9.1,1.1,158,4.15,2.14,204,9.0,,32.7,159,42.5,1015.1,3,24.5,0.0,25.6,151,33.5,1015.3,3,25.4,0.0,31.2,159,31.0,1015.2,3,23.2,0.0,31.7,151,40.0,1015.2,3,25.3,0.0,23.0,140,,1014.7,51,24.6,0.1
2026-01-05T16:45,2.58,188,9.05,1.1,158,4.15,2.12,204,9.0,,33.2,159,43.2,1015.1,3,24.5,0.0,26.6,152,34.6,1015.4,3,25.2,0.0,31.5,161,31.0,1015.3,3,23.2,0.0,31.4,150,39.6,1015.3,3,25.4,0.0,23.5,140,,1014.8,51,24.6,0.1
2026-01-05T17:00,2.58,188,9.0,1.12,158,4.15,2.1,204,9.0,,33.5,159,43.9,1015.1,3,24.5,0.0,27.5,153,35.6,1015.5,3,25.0,0.0,31.7,163,31.0,1015.5,3,23.2,0.0,31.4,150,39.6,1015.4,3,25.4,0.0,23.7,139,,1015.0,51,24.6,0.1
2026-01-05T17:15,2.56,188,9.0,1.14,158,4.15,2.08,205,9.0,,34.0,159,44.6,1015.1,3,24.6,0.0,28.3,153,36.4,1015.6,3,24.9,0.0,31.8,164,31.0,1015.7,3,23.2,0.0,31.4,150,39.6,1015.5,3,25.4,0.0,24.2,138,,1015.1,51,24.7,0.1
2026-01-05T17:30,2.56,188,8.95,1.16,158,4.15,2.08,205,9.0,,34.0,159,45.0,1015.1,3,24.6,0.0,28.8,152,37.4,1015.7,3,24.8,0.0,32.4,165,31.3,1015.9,3,23.1,0.0,31.1,150,39.6,1015.6,3,25.4,0.0,24.7,138,,1015.3,51,24.7,0.1
2026-01-05T17:45,2.54,188,8.9,1.18,158,4.15,2.06,205,8.95,,34.1,158,45.0,1015.2,3,24.6,0.0,29.0,152,38.2,1015.8,3,24.7,0.0,32.2,166,31.7,1016.1,3,23.0,0.0,31.1,150,39.2,1015.8,3,25.4,0.0,25.0,137,,1015.4,51,24.8,0.1
2026-01-05T18:00,2.54,188,8.9,1.2,158,4.15,2.04,205,8.95,,34.1,158,45.0,1015.3,3,24.7,0.0,29.2,151,38.5,1015.9,3,24.6,0.0,32.2,166,31.7,1016.3,3,23.0,0.0,30.9,151,39.2,1015.9,3,25.4,0.0,25.5,136,,1015.6,51,24.8,0.1
2026-01-05T18:15,2.54,188,8.9,1.16,158,4.15,2.04,205,8.95,,33.8,158,44.6,1015.4,3,24.8,0.0,28.7,150,38.5,1016.0,3,24.5,0.1,31.5,166,31.3,1016.5,3,22.9,0.0,30.8,151,39.2,1016.0,3,25.5,0.0,26.0,136,,1015.7,51,24.8,0.1
2026-01-05T18:30,2.52,188,8.85,1.14,158,4.1,2.04,205,8.9,,33.4,158,43.9,1015.6,3,24.8,0.0,28.5,148,38.5,1016.2,3,24.5,0.1,30.2,165,31.0,1016.6,3,22.9,0.0,30.9,152,38.9,1016.2,3,25.5,0.0,26.2,136,,1015.9,51,24.8,0.1
2026-01-05T18:45,2.52,188,8.85,1.1,157,4.05,2.04,205,8.85,,32.9,157,43.2,1015.8,3,24.8,0.0,27.8,146,38.5,1016.3,3,24.5,0.1,29.0,163,30.2,1016.8,3,23.0,0.0,30.9,154,38.5,1016.4,3,25.5,0.0,26.5,135,,1016.0,51,24.8,0.1
2026-01-05T19:00,2.5,188,8.8,1.08,157,4.0,2.04,205,8.85,,32.2,156,42.5,1016.0,3,24.8,0.0,27.4,145,38.2,1016.4,3,24.5,0.1,28.2,161,29.9,1016.9,3,23.0,0.0,30.8,154,38.5,1016.5,3,25.5,0.0,26.7,134,,1016.2,51,24.9,0.1
2026-01-05T19:15,2.5,188,8.8,1.04,157,3.95,2.04,205,8.8,,31.3,156,41.4,1016.3,3,24.9,0.0,27.6,144,37.8,1016.5,3,24.5,0.0,27.6,158,29.5,1017.0,3,23.1,0.0,30.3,155,38.5,1016.6,3,25.5,0.0,27.5,134,,1016.3,51,24.9,0.1
2026-01-05T19:30,2.5,188,8.8,1.02,157,3.9,2.04,205,8.75,,30.6,155,40.3,1016.6,3,24.9,0.0,27.6,144,37.4,1016.5,3,24.7,0.0,27.1,155,29.5,1017.0,3,23.3,0.0,29.9,154,38.5,1016.8,3,25.5,0.0,27.8,133,,1016.4,51,24.9,0.1
2026-01-05T19:45,2.48,187,8.8,0.98,157,3.8,2.02,204,8.7,,29.5,155,38.9,1016.8,3,24.9,0.0,27.9,144,37.1,1016.5,3,24.9,0.0,26.9,152,29.2,1017.1,3,23.5,0.0,29.6,154,38.2,1016.9,3,25.5,0.0,28.0,133,,1016.5,51,24.9,0.1
2026-01-05T20:00,2.48,187,8.8,0.94,157,3.75,2.02,204,8.65,,28.8,154,37.8,1017.1,3,25.0,0.0,28.1,144,36.7,1016.6,3,25.0,0.0,26.8,149,29.2,1017.1,3,23.6,0.0,29.3,154,38.2,1017.0,3,25.5,0.0,28.0,133,,1016.6,51,24.9,0.1
2026-01-05T20:15,2.46,187,8.75,0.92,156,3.7,2.02,204,8.6,,27.9,153,36.7,1017.3,3,25.0,0.0,28.5,143,36.7,1016.8,3,25.1,0.0,27.4,147,29.2,1017.1,3,23.8,0.0,29.3,154,37.8,1017.2,3,25.5,0.0,28.3,132,,1016.7,51,24.9,0.1
2026-01-05T20:30,2.46,187,8.75,0.88,156,3.6,2.02,204,8.6,,27.2,152,35.3,1017.5,3,25.0,0.0,28.7,141,37.1,1017.0,3,25.1,0.0,27.8,146,29.2,1017.2,3,23.9,0.0,29.5,153,37.4,1017.3,3,25.5,0.0,28.6,132,,1016.8,51,25.0,0.1
2026-01-05T20:45,2.44,187,8.75,0.86,156,3.55,2.02,204,8.55,,26.3,151,34.6,1017.6,3,25.0,0.0,29.1,140,37.4,1017.2,3,25.2,0.0,28.5,145,29.2,1017.2,3,23.9,0.0,29.5,153,37.4,1017.5,3,25.5,0.0,28.6,131,,1016.9,51,25.0,0.1
2026-01-05T21:00,2.44,187,8.75,0.82,156,3.5,2.02,204,8.5,,25.6,151,33.5,1017.7,3,25.0,0.0,29.1,139,37.8,1017.4,3,25.2,0.0,29.0,145,29.2,1017.3,3,24.0,0.0,29.6,153,37.1,1017.6,3,25.5,0.0,28.6,131,,1016.9,51,25.0,0.1
2026-01-05T21:15,2.42,187,8.75,0.8,154,3.45,2.02,204,8.45,,25.0,150,32.8,1017.7,3,25.1,0.0,28.8,139,37.8,1017.5,3,25.3,0.0,28.8,146,28.8,1017.4,3,24.0,0.0,29.6,153,37.1,1017.7,3,25.5,0.0,28.6,131,,1016.9,51,25.0,0.1
2026-01-05T21:30,2.42,187,8.75,0.76,153,3.4,2.02,204,8.45,,24.4,149,31.7,1017.8,3,25.1,0.0,28.8,139,37.8,1017.5,3,25.3,0.0,28.4,147,28.8,1017.5,3,24.0,0.0,29.5,152,37.1,1017.8,3,25.5,0.0,28.6,130,,1016.9,51,25.0,0.1
2026-01-05T21:45,2.4,188,8.75,0.74,151,3.35,2.02,204,8.4,,23.5,148,31.0,1017.7,3,25.1,0.0,28.3,138,37.8,1017.5,3,25.3,0.0,27.7,148,28.4,1017.6,3,24.1,0.0,29.5,152,37.1,1017.9,3,25.5,0.0,28.4,129,,1016.9,51,25.0,0.1
2026-01-05T22:00,2.4,188,8.75,0.7,149,3.25,2.02,204,8.35,,22.9,147,30.2,1017.7,3,25.1,0.0,28.0,137,37.8,1017.5,3,25.3,0.0,27.3,149,28.1,1017.7,3,24.1,0.0,29.2,151,37.1,1017.9,3,25.5,0.0,28.2,129,,1016.9,51,25.0,0.1
2026-01-05T22:15,2.38,188,8.75,0.68,148,3.2,2.02,204,8.3,,22.1,146,29.5,1017.6,3,25.2,0.0,27.7,136,37.8,1017.5,3,25.2,0.0,26.9,150,27.7,1017.7,3,24.1,0.0,28.8,151,37.1,1017.9,3,25.5,0.0,28.2,129,,1016.8,51,25.0,0.1
2026-01-05T22:30,2.36,188,8.75,0.66,146,3.15,2.02,204,8.25,,21.5,145,28.4,1017.5,3,25.2,0.0,27.2,133,37.4,1017.4,3,25.2,0.0,26.6,152,27.4,1017.7,3,24.1,0.0,28.7,150,37.1,1017.8,3,25.4,0.0,27.9,128,,1016.8,51,25.0,0.1
2026-01-05T22:45,2.36,188,8.75,0.62,144,3.1,2.0,203,8.25,,20.9,144,27.7,1017.4,3,25.2,0.0,26.8,131,37.1,1017.4,3,25.1,0.0,26.1,152,27.0,1017.7,3,24.1,0.0,28.4,150,37.1,1017.7,3,25.4,0.0,27.4,128,,1016.7,51,25.0,0.1
2026-01-05T23:00,2.34,188,8.8,0.6,143,3.05,2.0,203,8.2,,20.3,143,27.4,1017.3,3,25.2,0.0,26.3,130,36.7,1017.3,3,25.1,0.0,25.9,153,26.6,1017.6,3,24.1,0.0,27.8,149,36.7,1017.6,3,25.3,0.0,27.2,127,,1016.6,51,25.0,0.1
2026-01-05T23:15,2.34,189,8.8,0.56,141,3.0,2.0,203,8.15,,19.7,142,26.6,1017.2,3,25.3,0.0,25.6,129,36.4,1017.2,3,25.1,0.0,25.6,152,26.6,1017.5,3,24.1,0.0,27.2,148,36.4,1017.5,3,25.3,0.0,27.0,127,,1016.5,51,25.0,0.1
2026-01-05T23:30,2.32,189,8.8,0.54,139,2.95,2.0,203,8.15,,19.2,140,25.9,1017.1,3,25.3,0.0,25.1,129,35.6,1017.0,3,25.1,0.0,25.6,152,26.6,1017.3,3,24.1,0.0,26.5,146,36.0,1017.4,3,25.2,0.0,26.6,126,,1016.4,51,24.9,0.1
2026-01-05T23:45,2.32,189,8.8,0.5,138,2.9,2.0,203,8.1,,18.9,140,25.6,1017.0,3,25.3,0.0,24.6,129,34.9,1016.8,3,25.1,0.0,25.1,151,26.3,1017.1,3,24.1,0.0,25.9,145,35.6,1017.3,3,25.2,0.0,26.1,125,,1016.3,51,24.9,0.1
2026-01-06T00:00,2.3,189,8.8,0.48,136,2.85,2.0,203,8.1,,18.6,139,25.2,1016.9,3,25.3,0.0,24.1,129,34.2,1016.7,3,25.1,0.0,25.2,149,26.3,1017.0,3,24.1,0.0,25.0,144,34.9,1017.2,3,25.2,0.0,25.9,125,,1016.2,51,24.9,0.1
2026-01-06T00:15,2.3,189,8.8,0.48,137,2.8,2.0,203,8.1,,18.4,138,24.8,1016.8,3,25.3,0.0,23.8,128,33.5,1016.6,3,25.2,0.0,25.2,146,25.9,1016.9,3,24.1,0.0,24.4,143,34.2,1017.1,3,25.2,0.0,25.4,125,,1016.1,51,24.9,0.1
2026-01-06T00:30,2.28,189,8.8,0.46,138,2.75,1.98,203,8.1,,18.6,137,24.8,1016.7,3,25.2,0.0,23.8,128,32.8,1016.6,3,25.3,0.0,24.9,143,25.6,1016.8,3,24.1,0.0,23.6,141,33.5,1017.1,3,25.2,0.0,25.2,124,,1016.0,51,24.9,0.1
2026-01-06T00:45,2.28,189,8.8,0.46,139,2.7,1.98,203,8.05,,18.3,137,24.5,1016.6,3,25.2,0.0,23.8,128,32.0,1016.5,3,25.4,0.0,25.0,140,25.2,1016.7,3,24.0,0.0,23.0,140,32.4,1017.1,3,25.1,0.0,24.7,124,,1015.9,51,24.9,0.1
2026-01-06T01:00,2.26,189,8.8,0.44,140,2.65,1.96,203,8.05,,18.6,136,24.5,1016.4,3,25.2,0.0,23.8,128,31.7,1016.4,3,25.4,0.0,25.0,137,24.8,1016.6,3,24.0,0.0,22.5,139,31.7,1017.0,3,25.1,0.0,24.3,122,,1015.9,51,24.9,0.1
2026-01-06T01:15,2.26,189,8.8,0.44,141,2.65,1.96,203,8.05,,18.6,136,24.8,1016.3,3,25.2,0.0,23.8,128,31.7,1016.2,3,25.4,0.0,24.7,137,24.5,1016.5,3,24.0,0.0,22.2,138,31.0,1016.9,3,25.1,0.0,24.1,122,,1015.8,51,24.9,0.1
2026-01-06T01:30,2.26,189,8.8,0.42,141,2.6,1.96,204,8.05,,19.1,136,24.8,1016.2,3,25.1,0.0,24.1,129,31.7,1016.0,3,25.3,0.0,24.2,137,23.8,1016.5,3,24.0,0.0,22.2,137,30.2,1016.8,3,25.1,0.0,23.6,121,,1015.7,51,24.9,0.1
2026-01-06T01:45,2.24,189,8.8,0.42,142,2.55,1.94,204,8.05,,19.1,136,24.8,1016.1,3,25.1,0.0,24.3,128,32.0,1015.8,3,25.2,0.0,23.4,137,23.4,1016.5,3,24.0,0.0,21.9,136,29.5,1016.6,3,25.1,0.0,23.4,121,,1015.6,51,24.9,0.1
2026-01-06T02:00,2.24,189,8.8,0.4,143,2.5,1.94,204,8.05,,19.3,135,24.8,1015.9,3,25.0,0.0,24.3,128,32.0,1015.7,3,25.2,0.0,22.9,138,23.0,1016.4,3,24.0,0.0,21.6,136,28.8,1016.5,3,25.1,0.0,22.9,120,,1015.6,51,24.8,0.1
2026-01-06T02:15,2.22,189,8.8,0.4,144,2.5,1.92,204,8.1,,19.6,136,25.2,1015.8,3,25.0,0.0,24.1,128,32.0,1015.6,3,25.2,0.0,22.4,138,22.7,1016.3,3,24.0,0.0,21.6,136,28.4,1016.4,3,25.1,0.0,22.7,119,,1015.5,51,24.8,0.1
2026-01-06T02:30,2.22,189,8.8,0.38,145,2.45,1.92,204,8.1,,19.9,135,25.2,1015.8,3,25.0,0.0,24.2,127,32.0,1015.5,3,25.1,0.0,22.4,138,22.7,1016.3,3,24.0,0.0,21.4,135,28.1,1016.3,3,25.1,0.0,22.6,119,,1015.5,51,24.8,0.1
2026-01-06T02:45,2.2,189,8.8,0.38,146,2.45,1.9,204,8.1,,20.1,136,25.6,1015.7,3,25.0,0.0,24.0,126,31.7,1015.5,3,25.1,0.0,21.9,138,22.7,1016.2,3,24.1,0.0,21.1,136,28.1,1016.2,3,25.1,0.0,22.2,119,,1015.5,51,24.8,0.1
